% List of elements
%
%   User  :  EFONN
%   Date  :  07-Aug-2007 15:40:51
%
%   The first column contains the global index of each element.
%

1      13     2      43   
2      82     6      110  
3      7      8      108  
4      42     5      119  
5      119    5      160  
6      6      7      110  
7      92     47     143  
8      9      10     76   
9      76     10     151  
10     22     3      45   
11     31     4      44   
12     85     15     111  
13     111    16     127  
14     17     18     102  
15     102    18     122  
16     12     13     53   
17     53     13     116  
18     43     14     116  
19     15     16     111  
20     40     1      42   
21     134    46     185  
22     21     22     52   
23     83     24     114  
24     25     26     106  
25     52     22     118  
26     45     23     118  
27     24     25     114  
28     126    49     183  
29     27     28     77   
30     77     28     152  
31     30     31     51   
32     51     31     117  
33     44     32     117  
34     84     33     113  
35     33     34     113  
36     34     35     107  
37     1      5      42   
38     50     40     119  
39     93     48     144  
40     36     37     78   
41     78     37     150  
42     39     40     50   
43     2      14     43   
44     116    14     161  
45     4      32     44   
46     117    32     163  
47     3      23     45   
48     118    23     162  
49     19     20     80   
50     128    41     172  
51     166    73     185  
52     16     17     127  
53     129    41     184  
54     8      9      103  
55     138    67     172  
56     35     36     105  
57     40     42     119  
58     170    47     181  
59     31     44     117  
60     169    48     178  
61     22     45     118  
62     26     27     104  
63     13     43     116  
64     115    49     123  
65     135    48     169  
66     29     30     64   
67     136    47     170  
68     11     12     63   
69     79     49     126  
70     38     39     65   
71     92     55     164  
72     94     57     168  
73     80     20     81   
74     168    57     174  
75     109    47     136  
76     39     50     65   
77     90     46     177  
78     12     53     63   
79     112    48     135  
80     30     51     64   
81     20     21     81   
82     79     58     123  
83     63     53     101  
84     139    68     173  
85     64     51     100  
86     91     54     137  
87     65     50     99   
88     93     56     141  
89     21     52     81   
90     121    46     165  
91     124    54     176  
92     125    56     175  
93     148    55     182  
94     128    88     173  
95     121    57     171  
96     93     67     138  
97     28     29     152  
98     115    62     158  
99     10     11     151  
100    109    59     156  
101    37     38     150  
102    112    61     157  
103    85     60     101  
104    120    55     166  
105    84     61     100  
106    97     74     176  
107    82     59     99   
108    96     75     175  
109    120    68     164  
110    11     63     151  
111    129    69     179  
112    29     64     152  
113    128    67     180  
114    38     65     150  
115    80     58     89   
116    91     69     183  
117    81     52     98   
118    89     58     155  
119    98     62     123  
120    58     80     81   
121    96     65     149  
122    108    71     156  
123    83     62     98   
124    106    70     158  
125    97     64     147  
126    107    72     157  
127    95     63     146  
128    134    60     177  
129    159    66     165  
130    120    86     140  
131    94     69     184  
132    124    87     179  
133    92     68     139  
134    125    88     180  
135    58     79     155  
136    18     19     122  
137    101    60     134  
138    89     66     122  
139    115    70     145  
140    130    91     145  
141    99     59     136  
142    109    71     143  
143    100    61     135  
144    112    72     144  
145    155    79     174  
146    140    86     142  
147    101    73     146  
148    146    73     148  
149    99     75     149  
150    131    78     154  
151    100    74     147  
152    130    77     153  
153    58     81     98   
154    52     83     98   
155    132    92     143  
156    50     82     99   
157    131    93     144  
158    51     84     100  
159    148    73     166  
160    53     85     101  
161    19     80     122  
162    102    66     159  
163    103    76     132  
164    9      76     103  
165    104    77     130  
166    27     77     104  
167    105    78     131  
168    36     78     105  
169    104    70     106  
170    26     104    106  
171    105    72     107  
172    35     105    107  
173    103    71     108  
174    8      103    108  
175    125    75     170  
176    110    108    156  
177    59     82     110  
178    7      108    110  
179    60     85     111  
180    46     90     165  
181    124    74     169  
182    113    107    157  
183    61     84     113  
184    34     107    113  
185    62     83     114  
186    25     106    114  
187    49     79     123  
188    114    106    158  
189    85     53     116  
190    14     15     161  
191    84     51     117  
192    32     33     163  
193    83     52     118  
194    23     24     162  
195    82     50     119  
196    5      6      160  
197    132    76     182  
198    121    86     167  
199    142    86     171  
200    133    121    165  
201    80     89     122  
202    66     102    122  
203    58     98     123  
204    62     115    123  
205    77     97     153  
206    138    87     178  
207    78     96     154  
208    139    88     181  
209    145    91     183  
210    69     94     126  
211    17     102    127  
212    60     111    127  
213    137    124    179  
214    141    125    180  
215    142    94     184  
216    129    87     172  
217    54     91     130  
218    70     104    130  
219    56     93     131  
220    72     105    131  
221    55     92     132  
222    71     103    132  
223    66     89     133  
224    57     121    133  
225    127    90     177  
226    73     101    134  
227    74     100    135  
228    61     112    135  
229    75     99     136  
230    59     109    136  
231    69     91     137  
232    54     124    137  
233    67     128    172  
234    48     93     138  
235    140    128    173  
236    47     92     139  
237    68     120    140  
238    41     128    140  
239    67     93     141  
240    56     125    141  
241    57     94     171  
242    41     140    142  
243    47     109    143  
244    71     132    143  
245    48     112    144  
246    72     131    144  
247    49     115    145  
248    70     130    145  
249    151    95     182  
250    63     101    146  
251    74     97     147  
252    64     100    147  
253    86     120    167  
254    95     146    148  
255    75     96     149  
256    65     99     149  
257    96     78     150  
258    65     96     150  
259    55     132    182  
260    63     95     151  
261    97     77     152  
262    64     97     152  
263    153    97     176  
264    54     130    153  
265    154    96     175  
266    56     131    154  
267    133    89     174  
268    57     133    174  
269    71     109    156  
270    59     110    156  
271    72     112    157  
272    61     113    157  
273    62     114    158  
274    70     115    158  
275    127    102    159  
276    90     127    159  
277    6      82     160  
278    82     119    160  
279    15     85     161  
280    85     116    161  
281    24     83     162  
282    83     118    162  
283    33     84     163  
284    84     117    163  
285    68     92     164  
286    55     120    164  
287    66     133    165  
288    90     159    165  
289    73     134    185  
290    55     148    166  
291    46     121    167  
292    120    166    167  
293    126    94     168  
294    79     126    168  
295    87     124    178  
296    74     135    169  
297    88     125    181  
298    75     136    170  
299    86     121    171  
300    94     142    171  
301    41     129    172  
302    87     138    172  
303    88     139    173  
304    68     140    173  
305    89     155    174  
306    79     168    174  
307    75     125    175  
308    56     154    175  
309    74     124    176  
310    54     153    176  
311    60     127    177  
312    46     134    177  
313    48     138    178  
314    124    169    178  
315    87     129    179  
316    69     137    179  
317    88     128    180  
318    67     141    180  
319    47     139    181  
320    125    170    181  
321    95     148    182  
322    76     151    182  
323    69     126    183  
324    49     145    183  
325    69     129    184  
326    41     142    184  
327    167    166    185  
328    46     167    185  
