% List of elements
%
%   User  :  HHEUMANN
%   Date  :  18-Jul-2007 08:56:34
%
%   The first column contains the global index of each element.
%

1      52     1      163  
2      14     2      166  
3      16     3      165  
4      135    10     160  
5      136    1      159  
6      160    10     180  
7      17     4      149  
8      18     17     170  
9      133    2      162  
10     75     4      125  
11     162    2      181  
12     128    5      153  
13     159    1      182  
14     127    6      154  
15     62     6      151  
16     50     10     164  
17     1      13     182  
18     134    3      161  
19     24     5      152  
20     161    3      179  
21     19     18     137  
22     125    4      131  
23     20     19     175  
24     23     5      128  
25     21     20     174  
26     4      17     124  
27     141    14     166  
28     32     31     124  
29     2      15     181  
30     17     18     120  
31     116    23     128  
32     33     32     120  
33     22     21     183  
34     5      23     152  
35     25     24     169  
36     40     8      132  
37     26     25     138  
38     30     6      127  
39     28     27     171  
40     5      24     123  
41     142    16     165  
42     41     40     123  
43     29     28     186  
44     24     25     119  
45     115    30     127  
46     42     41     119  
47     18     19     112  
48     34     33     112  
49     19     20     104  
50     35     34     104  
51     20     21     103  
52     103    21     111  
53     21     22     111  
54     111    22     116  
55     22     23     116  
56     25     26     110  
57     43     42     110  
58     8      39     132  
59     26     27     102  
60     44     43     102  
61     27     28     101  
62     101    28     109  
63     28     29     109  
64     109    29     115  
65     29     30     115  
66     76     9      130  
67     6      30     151  
68     53     11     129  
69     126    12     129  
70     54     53     122  
71     55     54     117  
72     69     12     150  
73     56     55     108  
74     10     51     180  
75     67     66     185  
76     155    22     183  
77     31     7      131  
78     124    31     131  
79     63     62     167  
80     68     12     126  
81     3      49     179  
82     9      48     130  
83     64     63     140  
84     113    68     126  
85     66     65     172  
86     6      62     121  
87     144    50     164  
88     77     76     121  
89     57     56     100  
90     62     63     118  
91     73     72     173  
92     78     77     118  
93     12     68     150  
94     70     69     168  
95     71     70     139  
96     108    55     117  
97     58     57     99   
98     100    56     108  
99     59     58     107  
100    99     57     100  
101    143    52     163  
102    60     59     114  
103    61     60     125  
104    99     73     107  
105    7      61     131  
106    107    74     114  
107    63     64     106  
108    79     78     106  
109    64     65     98   
110    80     79     98   
111    65     66     97   
112    97     66     105  
113    66     67     105  
114    105    67     113  
115    67     68     113  
116    122    53     129  
117    137    18     170  
118    74     73     184  
119    72     71     176  
120    158    74     184  
121    65     64     177  
122    157    67     185  
123    27     26     178  
124    156    29     186  
125    75     74     190  
126    149    75     190  
127    68     67     189  
128    150    68     189  
129    146    65     177  
130    49     50     144  
131    147    72     176  
132    51     52     143  
133    30     29     188  
134    151    30     188  
135    145    27     178  
136    15     16     142  
137    23     22     187  
138    152    23     187  
139    148    20     175  
140    13     14     141  
141    81     80     97   
142    82     81     105  
143    97     80     98   
144    65     97     98   
145    117    54     122  
146    72     73     99   
147    71     72     100  
148    72     99     100  
149    45     44     101  
150    46     45     109  
151    101    44     102  
152    27     101    102  
153    36     35     103  
154    37     36     111  
155    103    35     104  
156    20     103    104  
157    83     82     113  
158    81     97     105  
159    98     79     106  
160    64     98     106  
161    73     74     107  
162    58     99     107  
163    70     71     108  
164    71     100    108  
165    47     46     115  
166    45     101    109  
167    102    43     110  
168    26     102    110  
169    38     37     116  
170    36     103    111  
171    104    34     112  
172    19     104    112  
173    84     83     126  
174    82     105    113  
175    74     75     114  
176    59     107    114  
177    48     47     127  
178    46     109    115  
179    39     38     128  
180    37     111    116  
181    69     70     117  
182    70     108    117  
183    106    78     118  
184    63     106    118  
185    110    42     119  
186    25     110    119  
187    112    33     120  
188    18     112    120  
189    118    77     121  
190    62     118    121  
191    12     69     122  
192    69     117    122  
193    119    41     123  
194    24     119    123  
195    120    32     124  
196    17     120    124  
197    114    75     125  
198    60     114    125  
199    11     84     129  
200    83     113    126  
201    121    76     154  
202    47     115    127  
203    123    40     153  
204    38     116    128  
205    12     122    129  
206    84     126    129  
207    6      121    154  
208    48     127    130  
209    4      124    131  
210    61     125    131  
211    5      123    153  
212    39     128    132  
213    138    88     162  
214    133    88     155  
215    140    87     161  
216    134    87     156  
217    139    86     160  
218    135    86     157  
219    137    85     159  
220    136    85     158  
221    4      75     149  
222    141    96     182  
223    138    25     169  
224    142    94     181  
225    139    70     168  
226    143    92     180  
227    140    63     167  
228    144    91     179  
229    133    95     166  
230    141    95     148  
231    134    93     165  
232    142    93     145  
233    136    89     163  
234    143    89     147  
235    135    90     164  
236    144    90     146  
237    138    94     178  
238    94     142    145  
239    140    91     177  
240    91     144    146  
241    139    92     176  
242    92     143    147  
243    137    96     175  
244    96     141    148  
245    147    89     173  
246    149    85     170  
247    146    90     172  
248    150    86     168  
249    145    93     171  
250    151    87     167  
251    148    95     174  
252    152    88     169  
253    132    128    153  
254    40     132    153  
255    130    127    154  
256    76     130    154  
257    174    95     183  
258    155    88     187  
259    171    93     186  
260    156    87     188  
261    172    90     185  
262    157    86     189  
263    173    89     184  
264    158    85     190  
265    85     136    159  
266    96     137    159  
267    86     135    160  
268    92     139    160  
269    87     134    161  
270    91     140    161  
271    88     133    162  
272    94     138    162  
273    1      136    163  
274    89     143    163  
275    10     135    164  
276    90     144    164  
277    3      134    165  
278    93     142    165  
279    2      133    166  
280    95     141    166  
281    87     140    167  
282    62     151    167  
283    86     139    168  
284    69     150    168  
285    88     138    169  
286    24     152    169  
287    85     137    170  
288    17     149    170  
289    27     145    171  
290    93     134    186  
291    65     146    172  
292    90     135    185  
293    72     147    173  
294    89     136    184  
295    20     148    174  
296    95     133    183  
297    19     137    175  
298    96     148    175  
299    71     139    176  
300    92     147    176  
301    64     140    177  
302    91     146    177  
303    26     138    178  
304    94     145    178  
305    49     144    179  
306    91     161    179  
307    51     143    180  
308    92     160    180  
309    15     142    181  
310    94     162    181  
311    13     141    182  
312    96     159    182  
313    133    155    183  
314    21     174    183  
315    136    158    184  
316    73     173    184  
317    135    157    185  
318    66     172    185  
319    134    156    186  
320    28     171    186  
321    88     152    187  
322    22     155    187  
323    87     151    188  
324    29     156    188  
325    86     150    189  
326    67     157    189  
327    85     149    190  
328    74     158    190  
