h error rate
8.40628778e-01 1.54880490e-01 0.00000000e+00 
4.20314389e-01 1.32778629e-01 2.22132465e-01 
2.10157195e-01 3.48926663e-02 1.92802721e+00 
1.05078597e-01 6.35796185e-03 2.45628758e+00 
5.25392986e-02 1.23624703e-03 2.36259731e+00 
2.62696493e-02 2.79920321e-04 2.14287892e+00 
1.31348247e-02 6.76319987e-05 2.04923833e+00 
6.56741233e-03 1.67010135e-05 2.01777033e+00 

