h error rate
8.40628778e-01 1.65718574e-01 0.00000000e+00 
4.20314389e-01 1.71495740e-01 -4.94374310e-02 
2.10157195e-01 7.30443387e-02 1.23132837e+00 
1.05078597e-01 9.61572340e-03 2.92530516e+00 
5.25392986e-02 1.49698830e-03 2.68333245e+00 
2.62696493e-02 3.14731195e-04 2.24987086e+00 
1.31348247e-02 7.13316680e-05 2.14150557e+00 
6.56741233e-03 1.69698315e-05 2.07157047e+00 

