h error rate
8.40628778e-01 1.31899512e-01 0.00000000e+00 
4.20314389e-01 5.19915077e-02 1.34309133e+00 
2.10157195e-01 8.47688496e-03 2.61666988e+00 
1.05078597e-01 1.05573043e-03 3.00529270e+00 
5.25392986e-02 1.59557919e-04 2.72608939e+00 
2.62696493e-02 2.46588083e-05 2.69390523e+00 
1.31348247e-02 3.52922538e-06 2.80467961e+00 
6.56741233e-03 5.05027549e-07 2.80491757e+00 

