h error rate
8.40628778e-01 2.37086419e-01 0.00000000e+00 
4.20314389e-01 1.53035258e-01 6.31548948e-01 
2.10157195e-01 4.42868837e-02 1.78891269e+00 
1.05078597e-01 1.75161698e-02 1.33819214e+00 
5.25392986e-02 7.27001390e-03 1.26865731e+00 
2.62696493e-02 3.12548452e-03 1.21787827e+00 
1.31348247e-02 1.35827277e-03 1.20230663e+00 
6.56741233e-03 5.98651205e-04 1.18198564e+00 

