h error rate
8.40628778e-01 1.85715909e-01 0.00000000e+00 
4.20314389e-01 1.49333189e-01 3.14562568e-01 
2.10157195e-01 4.32592117e-02 1.78745556e+00 
1.05078597e-01 8.23436847e-03 2.39327746e+00 
5.25392986e-02 1.77796332e-03 2.21143244e+00 
2.62696493e-02 4.25064650e-04 2.06447138e+00 
1.31348247e-02 1.06183898e-04 2.00111727e+00 
6.56741233e-03 2.70596203e-05 1.97235152e+00 

