h error rate
8.40628778e-01 1.41381275e-01 0.00000000e+00 
4.20314389e-01 1.37247898e-01 4.28070003e-02 
2.10157195e-01 5.67341117e-02 1.27449573e+00 
1.05078597e-01 1.09276960e-02 2.37622717e+00 
5.25392986e-02 1.65915593e-03 2.71946788e+00 
2.62696493e-02 3.30004166e-04 2.32989333e+00 
1.31348247e-02 7.59316826e-05 2.11971035e+00 
6.56741233e-03 1.84548293e-05 2.04070359e+00 

