h error rate
8.40628778e-01 1.45759171e-01 0.00000000e+00 
4.20314389e-01 3.22417676e-02 2.17658392e+00 
2.10157195e-01 5.75758607e-03 2.48539486e+00 
1.05078597e-01 1.19311221e-03 2.27073434e+00 
5.25392986e-02 2.68118188e-04 2.15378874e+00 
2.62696493e-02 6.12328540e-05 2.13049126e+00 
1.31348247e-02 1.46617572e-05 2.06224791e+00 
6.56741233e-03 3.58896674e-06 2.03041756e+00 

