h error rate
8.40628778e-01 1.57972402e-01 0.00000000e+00 
4.20314389e-01 1.43399039e-01 1.39637177e-01 
2.10157195e-01 5.09902754e-02 1.49174133e+00 
1.05078597e-01 8.59571292e-03 2.56853293e+00 
5.25392986e-02 1.44671711e-03 2.57083446e+00 
2.62696493e-02 2.99540930e-04 2.27195779e+00 
1.31348247e-02 6.94342185e-05 2.10903442e+00 
6.56741233e-03 1.68791359e-05 2.04040577e+00 

