h error rate
8.40628778e-01 1.40498086e-01 0.00000000e+00 
4.20314389e-01 4.03002799e-02 1.80168872e+00 
2.10157195e-01 1.50045010e-02 1.42539451e+00 
1.05078597e-01 6.13289581e-03 1.29075499e+00 
5.25392986e-02 2.56623654e-03 1.25691429e+00 
2.62696493e-02 1.09922325e-03 1.22316974e+00 
1.31348247e-02 4.76533144e-04 1.20583595e+00 
6.56741233e-03 2.04339371e-04 1.22160936e+00 

