h error rate
8.40628778e-01 1.42643454e-01 0.00000000e+00 
4.20314389e-01 3.86559601e-02 1.88365076e+00 
2.10157195e-01 5.27320910e-03 2.87393776e+00 
1.05078597e-01 7.89820058e-04 2.73908529e+00 
5.25392986e-02 1.27819790e-04 2.62741278e+00 
2.62696493e-02 2.06215724e-05 2.63188498e+00 
1.31348247e-02 3.27487856e-06 2.65464103e+00 
6.56741233e-03 5.17465091e-07 2.66190796e+00 

