h error rate
8.40628778e-01 1.79571515e-01 0.00000000e+00 
4.20314389e-01 4.72501459e-02 1.92616782e+00 
2.10157195e-01 7.89171704e-03 2.58190765e+00 
1.05078597e-01 1.39008989e-03 2.50516105e+00 
5.25392986e-02 2.10071145e-04 2.72622827e+00 
2.62696493e-02 2.87530244e-05 2.86909239e+00 
1.31348247e-02 3.87858883e-06 2.89010996e+00 
6.56741233e-03 4.40891557e-07 3.13703609e+00 

