h error rate
8.40628778e-01 1.49296541e-01 0.00000000e+00 
4.20314389e-01 4.75010348e-02 1.65214990e+00 
2.10157195e-01 6.44632738e-03 2.88140958e+00 
1.05078597e-01 9.25611513e-04 2.79999874e+00 
5.25392986e-02 1.49273665e-04 2.63244714e+00 
2.62696493e-02 2.59191362e-05 2.52587012e+00 
1.31348247e-02 4.51936722e-06 2.51982495e+00 
6.56741233e-03 7.44971713e-07 2.60086324e+00 

