h error rate
8.40628778e-01 1.37838497e-01 0.00000000e+00 
4.20314389e-01 4.56292884e-02 1.59494681e+00 
2.10157195e-01 6.53352004e-03 2.80402777e+00 
1.05078597e-01 8.83979162e-04 2.88577621e+00 
5.25392986e-02 1.39601975e-04 2.66269301e+00 
2.62696493e-02 2.20476122e-05 2.66262503e+00 
1.31348247e-02 3.27076073e-06 2.75292429e+00 
6.56741233e-03 4.88604266e-07 2.74288786e+00 

