h error rate
8.40628778e-01 1.51414446e-01 0.00000000e+00 
4.20314389e-01 1.32322782e-01 1.94441381e-01 
2.10157195e-01 3.51325626e-02 1.91318076e+00 
1.05078597e-01 5.65674042e-03 2.63476594e+00 
5.25392986e-02 1.18022427e-03 2.26090993e+00 
2.62696493e-02 2.75111117e-04 2.10097469e+00 
1.31348247e-02 6.71573316e-05 2.03439763e+00 
6.56741233e-03 1.66489412e-05 2.01211448e+00 

